roman_urdu,urdu
kuch din ke liye bahar ja raha hun,کچھ دن کے لیے باہر جا رہا ہوں
uss din kya hua tha tumhare sath,اس دن کیا ہوا تھا تمہارے ساتھ
yeh din kaafi mushkil tha mere liye,یہ دن کافی مشکل تھا میرے لیے
nazar mat lagao,نظر مت لگاؤ
uski nazar achi hai,اس کی نظر اچھی ہے
kisi ki nazar na lage,کسی کی نظر نہ لگے
meri nazar kamzor ho gayi,میری نظر کمزور ہو گئی
uski nazar iss cheez par hai,اس کی نظر اس چیز پر ہے
nazar aa raha hai kuch,نظر آ رہا ہے کچھ
nazar se ojhal ho gaya woh,نظر سے اوجھل ہو گیا وہ
nazar rakhna iss pe,نظر رکھنا اس پہ
doctor ne kaha nazar kamzor hai,ڈاکٹر نے کہا نظر کمزور ہے
nazar aata hai par pakad nahi sakta,نظر آتا ہے پر پکڑ نہیں سکتا
teri nazar meri taraf kyu thi,تیری نظر میری طرف کیوں تھی
nazar utaar lo uski,نظر اتار لو اس کی
"bacha hai, nazar lag jaati hai",بچہ ہے، نظر لگ جاتی ہے
kuch nazar nahi aa raha andheron mein,کچھ نظر نہیں آ رہا اندھیروں میں
uski nazar mere phone pe thi,اس کی نظر میرے فون پہ تھی
saman pack kar lo,سامان پیک کر لو
mera saman kahan hai,میرا سامان کہاں ہے
itna saman kahan se laye,اتنا سامان کہاں سے لائے
saman utha ke aa jao,سامان اٹھا کے آ جاؤ
ghar ka saman shift karna hai,گھر کا سامان شفٹ کرنا ہے
zyada saman mat lena safar mein,زیادہ سامان مت لینا سفر میں
saman bhar gaya hai andar,سامان بھر گیا ہے اندر
airport pe saman check in karo,ائرپورٹ پہ سامان چیک اِن کرو
saman kho gaya tha,سامان کھو گیا تھا
tera saman yahan rakh diya,تیرا سامان یہاں رکھ دیا
saman uthane mein madad karo,سامان اٹھانے میں مدد کرو
ghar mein zyada saman aa gaya hai,گھر میں زیادہ سامان آ گیا ہے
saman dhang se rakho,سامان ڈھنگ سے رکھو
bacchon ka saman alag rakhna,بچوں کا سامان الگ رکھنا
gaadi mein saman fit nahi hua,گاڑی میں سامان فِٹ نہیں ہوا
mujhe pata hai,مجھے پتہ ہے
mujhe pata nahi,مجھے پتہ نہیں
kya pata tha,کیا پتہ تھا
pata nahi kahan gaya,پتہ نہیں کہاں گیا
pata chal gaya,پتہ چل گیا
pata nahi kyun,پتہ نہیں کیوں
tumhe pata tha na,تمہیں پتہ تھا نا
mujhe kuch pata nahi tha,مجھے کچھ پتہ نہیں تھا
pata chal jayega waqt ke sath,پتہ چل جائے گا وقت کے ساتھ
unhe kuch pata nahi,انہیں کچھ پتہ نہیں
kisi ko pata nahi chalna chahiye,کسی کو پتہ نہیں چلنا چاہیے
ghar ka pata bata do,گھر کا پتہ بتا دو
address pata karo pehle,ایڈریس پتہ کرو پہلے
us dukaan ka pata pata karo,اس دکان کا پتہ پتہ کرو
uska ghar ka pata bata,اس کا گھر کا پتہ بتا
yeh pata sahi hai na,یہ پتہ سہی ہے نا
mujhe pata tha yahi hoga,مجھے پتہ تھا یہی ہو گا
ab pata chala kyon der hua,اب پتہ چلا کیوں دیر ہوئی
pata hota to kab ka bata deta,پتہ ہوتا تو کب کا بتا دیتا
pata nahi usse kya problem hai,پتہ نہیں اسے کیا پرابلم ہے
data khatam ho gaya,ڈیٹا ختم ہو گیا
mobile ka data nahi hai,موبائل کا ڈیٹا نہیں ہے
data on karo,ڈیٹا آن کرو
data band kar lena batao,ڈیٹا بند کر لینا بتاؤ
data sasta nahi yahan,ڈیٹا سستا نہیں یہاں
package mein kitna data hai,پیکج میں کتنا ڈیٹا ہے
data use ho gaya tha poora,ڈیٹا استعمال ہو گیا تھا پورا
kuch data save karo pehle,کچھ ڈیٹا سیو کرو پہلے
backup le lo data ka,بیک اَپ لے لو ڈیٹا کا
data delete ho gaya mera,ڈیٹا ڈیلیٹ ہو گیا میرا
wifi pe data nahi lagta,وائی فائی پہ ڈیٹا نہیں لگتا
data slow ho raha hai network ka,ڈیٹا سلو ہو رہا ہے نیٹ ورک کا
zyada data use mat karo,زیادہ ڈیٹا استعمال مت کرو
mera data share karo thoda,میرا ڈیٹا شیئر کرو تھوڑا
data roaming on hai kya,ڈیٹا رومنگ آن ہے کیا
yahan utar jao,یہاں اتر جاؤ
gaadi se utar,گاڑی سے اتر
agli stop pe utar jaana,اگلی اسٹاپ پہ اتر جانا
utar gaya woh gaadi se,اتر گیا وہ گاڑی سے
main utar raha hun,میں اتر رہا ہوں
bus se utar ke seedha aa jao,بس سے اتر کے سیدھا آ جاؤ
pahad se utar na mushkil tha,پہاڑ سے اترنا مشکل تھا
dheere dheere utar raha tha,دھیرے دھیرے اتر رہا تھا
utar ke call karna,اتر کے کال کرنا
rickshaw se utar gaye,رکشہ سے اتر گئے
joote utaar ke andar aao,جوتے اتار کے اندر آؤ
jacket utaar do garmi lag rahi hai,جیکٹ اتار دو گرمی لگ رہی ہے
chashma utaar ke rakho,چشمہ اتار کے رکھو
kapray utaar ke dho dena,کپڑے اتار کے دھو دینا
ghadi utaar ke rakhi thi,گھڑی اتار کے رکھی تھی
maar mat,مار مت
usne maara mujhe,اس نے مارا مجھے
maar diya,مار دیا
kyu maara usne,کیوں مارا اس نے
bacche ko mat maaro,بچے کو مت مارو
usne bahut maara,اس نے بہت مارا
maar ke uthaya,مار کے اٹھایا
macchar ko maaro,مچھر کو مارو
jaan se maar dala,جان سے مار ڈالا
dil pe maar gayi baat,دل پہ مار گئی بات
yeh baat maar gayi,یہ بات مار گئی
garm dhoop maar rahi hai,گرم دھوپ مار رہی ہے
ghabrayo mat koi nahi maar raha,گھبراؤ مت کوئی نہیں مار رہا
bachpan mein bahut maar khaya,بچپن میں بہت مار کھایا
maar se nahi darted woh,مار سے نہیں ڈرتا وہ
maar ke bhi kuch nahi hota in pe,مار کے بھی کچھ نہیں ہوتا ان پہ
sale chal rahi hai,سیل چل رہی ہے
sale pe mila tha,سیل پہ ملا تھا
badi sale hai aaj,بڑی سیل ہے آج
sale mein kharida tha,سیل میں خریدا تھا
online sale hai kal se,آن لائن سیل ہے کل سے
sale pe sab sasta milta hai,سیل پہ سب سستا ملتا ہے
yeh kapray sale mein liye the,یہ کپڑے سیل میں لیے تھے
phone sale pe aa gaya hai,فون سیل پہ آ گیا ہے
eid sale bahut badi thi is baar,عید سیل بہت بڑی تھی اس بار
sale se pehle price check karo,سیل سے پہلے پرائس چیک کرو
50% sale chal rahi hai abhi,پچاس فیصد سیل چل رہی ہے ابھی
sale ke liye line mein khade hain,سیل کے لیے لائن میں کھڑے ہیں
aaj last day hai sale ka,آج آخری دن ہے سیل کا
yeh sale har saal aati hai,یہ سیل ہر سال آتی ہے
sale wali cheez return nahi hoti,سیل والی چیز ریٹرن نہیں ہوتی
wahi kiya jo kaha tha,وہی کیا جو کہا تھا
wahi aaya hai jo tha,وہی آیا ہے جو تھا
wahi baat phir se,وہی بات پھر سے
wahi problem hai abhi bhi,وہی پرابلم ہے ابھی بھی
wahi shaks tha,وہی شخص تھا
wahi time pe gaya,وہی ٹائم پہ گیا
wahi kar jo samajh mein aaye,وہی کر جو سمجھ میں آئے
wahi hoga jo hona tha,وہی ہو گا جو ہونا تھا
usi ne kiya tha wahi,اسی نے کیا تھا وہی
wahi cheez chahiye thi,وہی چیز چاہیے تھی
wahi number tha uska,وہی نمبر تھا اس کا
wahi hua jo mujhe pata tha,وہی ہوا جو مجھے پتہ تھا
yaar wahi ho gaya phir,یار وہی ہو گیا پھر
wahi galti dobara mat karna,وہی غلطی دوبارہ مت کرنا
wahi waala phone chahiye tha,وہی والا فون چاہیے تھا
wahi bol raha tha jo tum soch rahe ho,وہی بول رہا تھا جو تم سوچ رہے ہو
bahut bad insaan hai woh,بہت بد انسان ہے وہ
bad aadat hai yeh,بد عادت ہے یہ
bad qismat hun main,بد قسمت ہوں میں
iska bad naseeb hi tha,اس کا بد نصیب ہی تھا
bad kirdaar hai bilkul,بد کردار ہے بالکل
bad mash lag raha hai,بد معاش لگ رہا ہے
bad niyati se kaam kiya usne,بد نیتی سے کام کیا اس نے
itna bad kyun hai,اتنا بد کیوں ہے
bad zubaan banda hai,بد زبان بندہ ہے
bad mijaaj hai woh,بد مزاج ہے وہ
usne mani nahi,اس نے مانی نہیں
mani lo yaar,مانی لو یار
tune mani hai na,تم نے مانی ہے نا
baat mani us ne,بات مانی اس نے
kya tune mani,کیا تم نے مانی
mani nahi to maat lao,مانی نہیں تو مت لاؤ
usne meri baat mani,اس نے میری بات مانی
phir bhi mani nahi usne,پھر بھی مانی نہیں اس نے
mani ya nahi,مانی یا نہیں
kabhi mani nahi usne,کبھی مانی نہیں اس نے
is baat ke maani samajh nahi aaye,اس بات کے معنی سمجھ نہیں آئے
is lafz ke maani kya hain,اس لفظ کے معنی کیا ہیں
maani samjho pehle,معنی سمجھو پہلے
sahi maani mein nahi samjha,صحیح معنی میں نہیں سمجھا
in alfaaz ke maani bata do,ان الفاظ کے معنی بتا دو
main hun yahan,میں ہوں یہاں
main aa raha hun,میں آ رہا ہوں
main nahi aaya,میں نہیں آیا
main theek hun,میں ٹھیک ہوں
main soch raha tha,میں سوچ رہا تھا
main samjha nahi,میں سمجھا نہیں
main kya karu,میں کیا کروں
main bhi tha wahan,میں بھی تھا وہاں
main nahi chahta yeh,میں نہیں چاہتا یہ
main dekh raha hun,میں دیکھ رہا ہوں
main kal baat karta hun,میں کل بات کرتا ہوں
main tumhare sath hun,میں تمہارے ساتھ ہوں
main samajh gaya ab,میں سمجھ گیا اب
main pehle bhi keh chuka hun,میں پہلے بھی کہہ چکا ہوں
main aaj bahut thaka hua hun,میں آج بہت تھکا ہوا ہوں
yeh main road hai,یہ مین روڈ ہے
main gate pe aa jao,مین گیٹ پہ آ جاؤ
main hall mein baithna,مین ہال میں بیٹھنا
seedha main road pe aa jao,سیدھا مین روڈ پہ آ جاؤ
theek hun main,ٹھیک ہوں میں
thaka hua hun,تھکا ہوا ہوں
abhi aata hun,ابھی آتا ہوں
soch raha hun,سوچ رہا ہوں
ja raha hun,جا رہا ہوں
khaana kha raha hun,کھانا کھا رہا ہوں
so raha tha hun,سو رہا تھا
aa raha hun do minute mein,آ رہا ہوں دو منٹ میں
busy hun thoda,بزی ہوں تھوڑا
baat kar raha hun,بات کر رہا ہوں
nahi hun wahan,نہیں ہوں وہاں
theek nahi hun aaj,ٹھیک نہیں ہوں آج
samajh nahi pa raha hun,سمجھ نہیں پا رہا ہوں
wait kar raha hun,انتظار کر رہا ہوں
kal se pareshan hun,کل سے پریشان ہوں
kuch nahi kar raha hun,کچھ نہیں کر رہا ہوں
dekh raha hun kya ho raha hai,دیکھ رہا ہوں کیا ہو رہا ہے
meri jaan,میری جان
jaan chhor do,جان چھوڑ دو
uski jaan khatray mein hai,اس کی جان خطرے میں ہے
yaar jaan chhodo meri,یار جان چھوڑو میری
jaan khatar mein daal di,جان خطر میں ڈال دی
teri jaan ki kasam,تیری جان کی قسم
jaan bachi to lakhon paaye,جان بچی تو لاکھوں پائے
apni jaan se zyada chahta hun tujhe,اپنی جان سے زیادہ چاہتا ہوں تجھے
jaan do yaar is baat ko,جان دو یار اس بات کو
itni badi jaan ka sawaal hai,اتنی بڑی جان کا سوال ہے
woh meri jaan hai,وہ میری جان ہے
jaan pe bann ayi,جان پہ بن آئی
haan theek hai,ہاں ٹھیک ہے
haan aa jao,ہاں آ جاؤ
haan main hun,ہاں میں ہوں
haan bhai kya hua,ہاں بھائی کیا ہوا
haan mujhe pata hai,ہاں مجھے پتہ ہے
haan yaar sahi keh raha hai,ہاں یار سہی کہہ رہا ہے
haan kar do,ہاں کر دو
haan kal milte hain,ہاں کل ملتے ہیں
haan wahi sochta tha main bhi,ہاں وہی سوچتا تھا میں بھی
haan bilkul,ہاں بالکل
haan kuch der mein aata hun,ہاں کچھ دیر میں آتا ہوں
haan pakka,ہاں پکا
haan bhai zaroor,ہاں بھائی ضرور
haan yaar kya karein ab,ہاں یار کیا کریں اب
haan uss din baat hui thi,ہاں اس دن بات ہوئی تھی
haan to ab kya plan hai,ہاں تو اب کیا پلان ہے
aman hona chahiye,امن ہونا چاہیے
desh mein aman ho,ملک میں امن ہو
ghar mein aman chahiye,گھر میں امن چاہیے
aman se raho,امن سے رہو
aman barbad kar diya usne,امن برباد کر دیا اس نے
aman chahte hain sab,امن چاہتے ہیں سب
aman hoga to sab theek hoga,امن ہو گا تو سب ٹھیک ہو گا
yeh ghar mera aman ka jagah tha,یہ گھر میرا امن کا جگہ تھا
aman chain se jeena chahte hain,امن چین سے جینا چاہتے ہیں
aman ke liye kuch bhi kar sakte hain,امن کے لیے کچھ بھی کر سکتے ہیں
bijli ka tar toot gaya,بجلی کا تار ٹوٹ گیا
tar jod do,تار جوڑ دو
tar kheench ke lao,تار کھینچ کے لاؤ
earphone ka tar kharab ho gaya,ایئرفون کا تار خراب ہو گیا
charger ka tar nahi mil raha,چارجر کا تار نہیں مل رہا
tar ulajh gaya,تار الجھ گیا
phone ka tar bahut chota hai,فون کا تار بہت چھوٹا ہے
tar se current aa raha hai,تار سے کرنٹ آ رہا ہے
koi tar nahi hai yahan,کوئی تار نہیں ہے یہاں
bijli ka tar nange haath se mat pakdo,بجلی کا تار ننگے ہاتھ سے مت پکڑو
data cable ka tar lao,ڈیٹا کیبل کا تار لاؤ
speaker ka tar laga do,اسپیکر کا تار لگا دو
mez par rakh do,میز پر رکھ دو
woh darwaze par hai,وہ دروازے پر ہے
phone par baat karo,فون پر بات کرو
table par rakha tha,ٹیبل پر رکھا تھا
yeh par likh do,یہ پر لکھ دو
sofa par baitho,صوفہ پر بیٹھو
chhatt par mat jao,چھت پر مت جاؤ
zameen par baith gaya,زمین پر بیٹھ گیا
deewar par kuch likha tha,دیوار پر کچھ لکھا تھا
bed par so raha tha,بیڈ پر سو رہا تھا
uski nazar meri taraf par thi,اس کی نظر میری طرف پر تھی
school par ja raha hun,اسکول پر جا رہا ہوں
par kya karu main,پر کیا کروں میں
haan par abhi time nahi,ہاں پر ابھی ٹائم نہیں
chahiye tha par nahi mila,چاہیے تھا پر نہیں ملا
bahut koshish ki par kuch nahi hua,بہت کوشش کی پر کچھ نہیں ہوا
main aana chahta tha par kaam tha,میں آنا چاہتا تھا پر کام تھا
der se aaya par aa gaya,دیر سے آیا پر آ گیا
theek tha par thoda ajeeb laga,ٹھیک تھا پر تھوڑا عجیب لگا
phir milenge,پھر ملیں گے
phir aao,پھر آؤ
phir wahi hua,پھر وہی ہوا
phir kya kiya,پھر کیا کیا
phir bhi nahi aaya,پھر بھی نہیں آیا
phir se karoge kya,پھر سے کرو گے کیا
phir socho,پھر سوچو
phir pata nahi,پھر پتہ نہیں
phir theek ho jaayega,پھر ٹھیک ہو جائے گا
phir gaya woh,پھر گیا وہ
phir kal baat karte hain,پھر کل بات کرتے ہیں
phir se aayi wahi baat,پھر سے آئی وہی بات
kha lo phir sona,کھا لو پھر سونا
phir nahi miloge,پھر نہیں ملو گے
